Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,4e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.08
,
,
,
Label,
TIME,CH1
1.67276e+00,0.06
1.67280e+00,0.036
1.67284e+00,0.056
1.67288e+00,0.062
1.67292e+00,0.07
1.67296e+00,0.068
1.67300e+00,0.062
1.67304e+00,0.062
1.67308e+00,0.058
1.67312e+00,0.066
1.67316e+00,0.072
1.67320e+00,0.066
1.67324e+00,0.058
1.67328e+00,0.058
1.67332e+00,0.066
1.67336e+00,0.064
1.67340e+00,0.064
1.67344e+00,0.066
1.67348e+00,0.06
1.67352e+00,0.064
1.67356e+00,0.068
1.67360e+00,0.068
1.67364e+00,0.07
1.67368e+00,0.056
1.67372e+00,0.06
1.67376e+00,0.034
1.67380e+00,0.056
1.67384e+00,0.066
1.67388e+00,0.064
1.67392e+00,0.062
1.67396e+00,0.064
1.67400e+00,0.03
1.67404e+00,0.068
1.67408e+00,0.068
1.67412e+00,0.074
1.67416e+00,0.064
1.67420e+00,0.06
1.67424e+00,0.048
1.67428e+00,0.06
1.67432e+00,0.056
1.67436e+00,0.068
1.67440e+00,0.054
1.67444e+00,0.064
1.67448e+00,0.07
1.67452e+00,0.07
1.67456e+00,0.068
1.67460e+00,0.064
1.67464e+00,0.064
1.67468e+00,0.062
1.67472e+00,0.074
1.67476e+00,0.064
1.67480e+00,0.07
1.67484e+00,0.074
1.67488e+00,0.058
1.67492e+00,0.056
1.67496e+00,0.058
1.67500e+00,0.058
1.67504e+00,0.06
1.67508e+00,0.074
1.67512e+00,0.056
1.67516e+00,0.06
1.67520e+00,0.058
1.67524e+00,0.064
1.67528e+00,0.062
1.67532e+00,0.07
1.67536e+00,0.062
1.67540e+00,0.058
1.67544e+00,0.076
1.67548e+00,0.066
1.67552e+00,0.066
1.67556e+00,0.066
1.67560e+00,0.054
1.67564e+00,0.058
1.67568e+00,0.066
1.67572e+00,0.062
1.67576e+00,0.072
1.67580e+00,0.076
1.67584e+00,0.054
1.67588e+00,0.056
1.67592e+00,0.07
1.67596e+00,0.066
1.67600e+00,0.066
1.67604e+00,0.062
1.67608e+00,0.066
1.67612e+00,0.06
1.67616e+00,0.066
1.67620e+00,0.062
1.67624e+00,0.064
1.67628e+00,0.07
1.67632e+00,0.06
1.67636e+00,0.064
1.67640e+00,0.056
1.67644e+00,0.068
1.67648e+00,0.068
1.67652e+00,0.072
1.67656e+00,0.06
1.67660e+00,0.052
1.67664e+00,0.06
1.67668e+00,0.068
1.67672e+00,0.066
1.67676e+00,0.058
1.67680e+00,0.052
1.67684e+00,0.062
1.67688e+00,0.06
1.67692e+00,0.068
1.67696e+00,0.066
1.67700e+00,0.062
1.67704e+00,0.052
1.67708e+00,0.054
1.67712e+00,0.068
1.67716e+00,0.072
1.67720e+00,0.072
1.67724e+00,0.06
1.67728e+00,0.064
1.67732e+00,0.062
1.67736e+00,0.06
1.67740e+00,0.058
1.67744e+00,0.068
1.67748e+00,0.062
1.67752e+00,0.06
1.67756e+00,0.06
1.67760e+00,0.068
1.67764e+00,0.07
1.67768e+00,0.07
1.67772e+00,0.054
1.67776e+00,0.052
1.67780e+00,0.054
1.67784e+00,0.072
1.67788e+00,0.068
1.67792e+00,0.072
1.67796e+00,0.062
1.67800e+00,0.06
1.67804e+00,0.056
1.67808e+00,0.066
1.67812e+00,0.074
1.67816e+00,0.068
1.67820e+00,0.06
1.67824e+00,0.058
1.67828e+00,0.07
1.67832e+00,0.068
1.67836e+00,0.07
1.67840e+00,0.066
1.67844e+00,0.066
1.67848e+00,0.054
1.67852e+00,0.06
1.67856e+00,0.062
1.67860e+00,0.064
1.67864e+00,0.052
1.67868e+00,0.06
1.67872e+00,0.068
1.67876e+00,0.04
1.67880e+00,0.076
1.67884e+00,0.07
1.67888e+00,0.058
1.67892e+00,0.062
1.67896e+00,0.06
1.67900e+00,0.05
1.67904e+00,0.064
1.67908e+00,0.07
1.67912e+00,0.076
1.67916e+00,0.062
1.67920e+00,0.056
1.67924e+00,0.052
1.67928e+00,0.066
1.67932e+00,0.076
1.67936e+00,0.068
1.67940e+00,0.06
1.67944e+00,0.054
1.67948e+00,0.06
1.67952e+00,0.07
1.67956e+00,0.066
1.67960e+00,0.068
1.67964e+00,0.064
1.67968e+00,0.064
1.67972e+00,0.07
1.67976e+00,0.064
1.67980e+00,0.064
1.67984e+00,0.07
1.67988e+00,0.058
1.67992e+00,0.056
1.67996e+00,0.06
1.68000e+00,0.064
1.68004e+00,0.074
1.68008e+00,0.066
1.68012e+00,0.064
1.68016e+00,0.058
1.68020e+00,0.064
1.68024e+00,0.074
1.68028e+00,0.062
1.68032e+00,0.068
1.68036e+00,0.062
1.68040e+00,0.066
1.68044e+00,0.07
1.68048e+00,0.056
1.68052e+00,0.068
1.68056e+00,0.068
1.68060e+00,0.064
1.68064e+00,0.054
1.68068e+00,0.064
1.68072e+00,0.07
1.68076e+00,0.078
1.68080e+00,0.072
1.68084e+00,0.058
1.68088e+00,0.066
1.68092e+00,0.064
1.68096e+00,0.06
1.68100e+00,0.074
1.68104e+00,0.064
1.68108e+00,0.056
1.68112e+00,0.064
1.68116e+00,0.064
1.68120e+00,0.062
1.68124e+00,0.068
1.68128e+00,0.072
1.68132e+00,0.064
1.68136e+00,0.056
1.68140e+00,0.04
1.68144e+00,0.072
1.68148e+00,0.06
1.68152e+00,0.068
1.68156e+00,0.06
1.68160e+00,0.056
1.68164e+00,0.064
1.68168e+00,0.07
1.68172e+00,0.056
1.68176e+00,0.066
1.68180e+00,0.062
1.68184e+00,0.054
1.68188e+00,0.068
1.68192e+00,0.07
1.68196e+00,0.066
1.68200e+00,0.066
1.68204e+00,0.074
1.68208e+00,0.062
1.68212e+00,0.064
1.68216e+00,0.06
1.68220e+00,0.066
1.68224e+00,0.068
1.68228e+00,0.066
1.68232e+00,0.06
1.68236e+00,0.018
1.68240e+00,0.062
1.68244e+00,0.066
1.68248e+00,0.062
1.68252e+00,0.056
1.68256e+00,0.06
1.68260e+00,0.06
1.68264e+00,0.068
1.68268e+00,0.07
1.68272e+00,0.058
1.68276e+00,0.056
1.68280e+00,0.066
1.68284e+00,0.064
1.68288e+00,0.068
1.68292e+00,0.068
1.68296e+00,0.066
1.68300e+00,0.054
1.68304e+00,0.06
1.68308e+00,0.064
1.68312e+00,0.064
1.68316e+00,0.072
1.68320e+00,0.068
1.68324e+00,0.06
1.68328e+00,0.07
1.68332e+00,0.076
1.68336e+00,0.066
1.68340e+00,0.064
1.68344e+00,0.068
1.68348e+00,0.06
1.68352e+00,0.026
1.68356e+00,0.064
1.68360e+00,0.072
1.68364e+00,0.088
1.68368e+00,0.056
1.68372e+00,0.06
1.68376e+00,0.048
1.68380e+00,0.066
1.68384e+00,0.076
1.68388e+00,0.066
1.68392e+00,0.06
1.68396e+00,0.06
1.68400e+00,0.05
1.68404e+00,0.058
1.68408e+00,0.066
1.68412e+00,0.074
1.68416e+00,0.072
1.68420e+00,0.062
1.68424e+00,0.064
1.68428e+00,0.062
1.68432e+00,0.068
1.68436e+00,0.062
1.68440e+00,0.06
1.68444e+00,0.056
1.68448e+00,0.06
1.68452e+00,0.068
1.68456e+00,0.07
1.68460e+00,0.07
1.68464e+00,0.068
1.68468e+00,0.062
1.68472e+00,0.066
1.68476e+00,0.07
1.68480e+00,0.068
1.68484e+00,0.068
1.68488e+00,0.062
1.68492e+00,0.062
1.68496e+00,0.06
1.68500e+00,0.07
1.68504e+00,0.056
1.68508e+00,0.064
1.68512e+00,0.062
1.68516e+00,0.056
1.68520e+00,0.068
1.68524e+00,0.068
1.68528e+00,0.06
1.68532e+00,0.066
1.68536e+00,0.06
1.68540e+00,0.056
1.68544e+00,0.066
1.68548e+00,0.072
1.68552e+00,0.062
1.68556e+00,0.066
1.68560e+00,0.062
1.68564e+00,0.062
1.68568e+00,0.064
1.68572e+00,0.062
1.68576e+00,0.062
1.68580e+00,0.062
1.68584e+00,0.064
1.68588e+00,0.062
1.68592e+00,0.066
1.68596e+00,0.066
1.68600e+00,0.068
1.68604e+00,0.068
1.68608e+00,0.06
1.68612e+00,0.066
1.68616e+00,0.062
1.68620e+00,0.068
1.68624e+00,0.072
1.68628e+00,0.072
1.68632e+00,0.054
1.68636e+00,0.054
1.68640e+00,0.06
1.68644e+00,0.064
1.68648e+00,0.066
1.68652e+00,0.068
1.68656e+00,0.058
1.68660e+00,0.058
1.68664e+00,0.06
1.68668e+00,0.062
1.68672e+00,0.064
1.68676e+00,0.066
1.68680e+00,0.056
1.68684e+00,0.064
1.68688e+00,0.062
1.68692e+00,0.072
1.68696e+00,0.062
1.68700e+00,0.066
1.68704e+00,0.062
1.68708e+00,0.06
1.68712e+00,0.062
1.68716e+00,0.072
1.68720e+00,0.066
1.68724e+00,0.06
1.68728e+00,0.056
1.68732e+00,0.064
1.68736e+00,0.06
1.68740e+00,0.06
1.68744e+00,0.066
1.68748e+00,0.064
1.68752e+00,0.064
1.68756e+00,0.064
1.68760e+00,0.072
1.68764e+00,0.052
1.68768e+00,0.062
1.68772e+00,0.06
1.68776e+00,0.062
1.68780e+00,0.062
1.68784e+00,0.07
1.68788e+00,0.074
1.68792e+00,0.08
1.68796e+00,0.07
1.68800e+00,0.06
1.68804e+00,0.07
1.68808e+00,0.072
1.68812e+00,0.076
1.68816e+00,0.072
1.68820e+00,0.068
1.68824e+00,0.068
1.68828e+00,0.072
1.68832e+00,0.064
1.68836e+00,0.062
1.68840e+00,0.066
1.68844e+00,0.068
1.68848e+00,0.064
1.68852e+00,0.016
1.68856e+00,0.066
1.68860e+00,0.056
1.68864e+00,0.08
1.68868e+00,0.064
1.68872e+00,0.06
1.68876e+00,0.042
1.68880e+00,0.036
1.68884e+00,0.066
1.68888e+00,0.074
1.68892e+00,0.064
1.68896e+00,0.068
1.68900e+00,0.046
1.68904e+00,0.066
1.68908e+00,0.072
1.68912e+00,0.068
1.68916e+00,0.07
1.68920e+00,0.064
1.68924e+00,0.066
1.68928e+00,0.072
1.68932e+00,0.074
1.68936e+00,0.062
1.68940e+00,0.062
1.68944e+00,0.062
1.68948e+00,0.066
1.68952e+00,0.072
1.68956e+00,0.086
1.68960e+00,0.064
1.68964e+00,0.056
1.68968e+00,0.058
1.68972e+00,0.06
1.68976e+00,0.062
1.68980e+00,0.056
1.68984e+00,0.072
1.68988e+00,0.066
1.68992e+00,0.068
1.68996e+00,0.064
1.69000e+00,0.064
1.69004e+00,0.056
1.69008e+00,0.066
1.69012e+00,0.066
1.69016e+00,0.062
1.69020e+00,0.066
1.69024e+00,0.066
1.69028e+00,0.07
1.69032e+00,0.07
1.69036e+00,0.052
1.69040e+00,0.054
1.69044e+00,0.066
1.69048e+00,0.074
1.69052e+00,0.044
1.69056e+00,0.06
1.69060e+00,0.054
1.69064e+00,0.064
1.69068e+00,0.074
1.69072e+00,0.06
1.69076e+00,0.068
1.69080e+00,0.076
1.69084e+00,0.052
1.69088e+00,0.056
1.69092e+00,0.066
1.69096e+00,0.066
1.69100e+00,0.062
1.69104e+00,0.064
1.69108e+00,0.068
1.69112e+00,0.066
1.69116e+00,0.066
1.69120e+00,0.066
1.69124e+00,0.064
1.69128e+00,0.066
1.69132e+00,0.06
1.69136e+00,0.064
1.69140e+00,0.068
1.69144e+00,0.064
1.69148e+00,0.088
1.69152e+00,0.07
1.69156e+00,0.06
1.69160e+00,0.06
1.69164e+00,0.062
1.69168e+00,0.066
1.69172e+00,0.074
1.69176e+00,0.064
1.69180e+00,0.054
1.69184e+00,0.064
1.69188e+00,0.064
1.69192e+00,0.066
1.69196e+00,0.068
1.69200e+00,0.064
1.69204e+00,0.058
1.69208e+00,0.068
1.69212e+00,0.066
1.69216e+00,0.062
1.69220e+00,0.066
1.69224e+00,0.068
1.69228e+00,0.056
1.69232e+00,0.064
1.69236e+00,0.064
1.69240e+00,0.068
1.69244e+00,0.068
1.69248e+00,0.068
1.69252e+00,0.052
1.69256e+00,0.064
1.69260e+00,0.062
1.69264e+00,0.06
1.69268e+00,0.056
1.69272e+00,0.058
1.69276e+00,0.064
1.69280e+00,0.062
1.69284e+00,0.066
1.69288e+00,0.066
1.69292e+00,0.07
1.69296e+00,0.064
1.69300e+00,0.054
1.69304e+00,0.062
1.69308e+00,0.074
1.69312e+00,0.066
1.69316e+00,0.056
1.69320e+00,0.056
1.69324e+00,0.056
1.69328e+00,0.074
1.69332e+00,0.072
1.69336e+00,0.08
1.69340e+00,0.032
1.69344e+00,0.056
1.69348e+00,0.058
1.69352e+00,0.07
1.69356e+00,0.066
1.69360e+00,0.07
1.69364e+00,0.08
1.69368e+00,0.064
1.69372e+00,0.072
1.69376e+00,0.052
1.69380e+00,0.064
1.69384e+00,0.058
1.69388e+00,0.06
1.69392e+00,0.056
1.69396e+00,0.062
1.69400e+00,0.066
1.69404e+00,0.07
1.69408e+00,0.068
1.69412e+00,0.074
1.69416e+00,0.066
1.69420e+00,0.064
1.69424e+00,0.066
1.69428e+00,0.072
1.69432e+00,0.07
1.69436e+00,0.07
1.69440e+00,0.064
1.69444e+00,0.06
1.69448e+00,0.048
1.69452e+00,0.068
1.69456e+00,0.072
1.69460e+00,0.076
1.69464e+00,0.06
1.69468e+00,0.068
1.69472e+00,0.062
1.69476e+00,0.07
1.69480e+00,0.066
1.69484e+00,0.07
1.69488e+00,0.068
1.69492e+00,0.064
1.69496e+00,0.07
1.69500e+00,0.068
1.69504e+00,0.068
1.69508e+00,0.068
1.69512e+00,0.06
1.69516e+00,0.054
1.69520e+00,0.06
1.69524e+00,0.06
1.69528e+00,0.07
1.69532e+00,0.056
1.69536e+00,0.062
1.69540e+00,0.03
1.69544e+00,0.064
1.69548e+00,0.066
1.69552e+00,0.068
1.69556e+00,0.066
1.69560e+00,0.058
1.69564e+00,0.062
1.69568e+00,0.068
1.69572e+00,0.072
1.69576e+00,0.07
1.69580e+00,0.066
1.69584e+00,0.056
1.69588e+00,0.064
1.69592e+00,0.054
1.69596e+00,0.064
1.69600e+00,0.064
1.69604e+00,0.064
1.69608e+00,0.06
1.69612e+00,0.064
1.69616e+00,0.068
1.69620e+00,0.072
1.69624e+00,0.066
1.69628e+00,0.064
1.69632e+00,0.056
1.69636e+00,0.062
1.69640e+00,0.068
1.69644e+00,0.056
1.69648e+00,0.064
1.69652e+00,0.068
1.69656e+00,0.06
1.69660e+00,0.054
1.69664e+00,0.058
1.69668e+00,0.06
1.69672e+00,0.062
1.69676e+00,0.074
1.69680e+00,0.056
1.69684e+00,0.07
1.69688e+00,0.062
1.69692e+00,0.07
1.69696e+00,0.074
1.69700e+00,0.072
1.69704e+00,0.066
1.69708e+00,0.068
1.69712e+00,0.066
1.69716e+00,0.076
1.69720e+00,0.068
1.69724e+00,0.066
1.69728e+00,0.056
1.69732e+00,0.062
1.69736e+00,0.07
1.69740e+00,0.07
1.69744e+00,0.066
1.69748e+00,0.03
1.69752e+00,0.062
1.69756e+00,0.06
1.69760e+00,0.062
1.69764e+00,0.066
1.69768e+00,0.064
1.69772e+00,0.064
1.69776e+00,0.052
1.69780e+00,0.06
1.69784e+00,0.066
1.69788e+00,0.056
1.69792e+00,0.066
1.69796e+00,0.066
1.69800e+00,0.068
1.69804e+00,0.068
1.69808e+00,0.07
1.69812e+00,0.068
1.69816e+00,0.062
1.69820e+00,0.062
1.69824e+00,0.056
1.69828e+00,0.08
1.69832e+00,0.068
1.69836e+00,0.072
1.69840e+00,0.032
1.69844e+00,0.056
1.69848e+00,0.054
1.69852e+00,0.076
1.69856e+00,0.06
1.69860e+00,0.068
1.69864e+00,0.074
1.69868e+00,0.062
1.69872e+00,0.062
1.69876e+00,0.038
1.69880e+00,0.068
1.69884e+00,0.066
1.69888e+00,0.07
1.69892e+00,0.068
1.69896e+00,0.06
1.69900e+00,0.066
1.69904e+00,0.062
1.69908e+00,0.062
1.69912e+00,0.066
1.69916e+00,0.054
1.69920e+00,0.062
1.69924e+00,0.066
1.69928e+00,0.072
1.69932e+00,0.074
1.69936e+00,0.066
1.69940e+00,0.066
1.69944e+00,0.064
1.69948e+00,0.072
1.69952e+00,0.068
1.69956e+00,0.07
1.69960e+00,0.066
1.69964e+00,0.062
1.69968e+00,0.054
1.69972e+00,0.054
1.69976e+00,0.07
1.69980e+00,0.07
1.69984e+00,0.066
1.69988e+00,0.062
1.69992e+00,0.06
1.69996e+00,0.066
1.70000e+00,0.074
1.70004e+00,0.064
1.70008e+00,0.07
1.70012e+00,0.058
1.70016e+00,0.058
1.70020e+00,0.072
1.70024e+00,0.068
1.70028e+00,0.07
1.70032e+00,0.068
1.70036e+00,0.066
1.70040e+00,0.066
1.70044e+00,0.068
1.70048e+00,0.064
1.70052e+00,0.062
1.70056e+00,0.064
1.70060e+00,0.056
1.70064e+00,0.064
1.70068e+00,0.064
1.70072e+00,0.07
1.70076e+00,0.066
1.70080e+00,0.066
1.70084e+00,0.056
1.70088e+00,0.054
1.70092e+00,0.064
1.70096e+00,0.066
1.70100e+00,0.068
1.70104e+00,0.066
1.70108e+00,0.062
1.70112e+00,0.058
1.70116e+00,0.068
1.70120e+00,0.066
1.70124e+00,0.062
1.70128e+00,0.066
1.70132e+00,0.056
1.70136e+00,0.064
1.70140e+00,0.064
1.70144e+00,0.074
1.70148e+00,0.068
1.70152e+00,0.066
1.70156e+00,0.062
1.70160e+00,0.066
1.70164e+00,0.068
1.70168e+00,0.07
1.70172e+00,0.074
1.70176e+00,0.064
1.70180e+00,0.058
1.70184e+00,0.054
1.70188e+00,0.054
1.70192e+00,0.068
1.70196e+00,0.074
1.70200e+00,0.072
1.70204e+00,0.064
1.70208e+00,0.062
1.70212e+00,0.06
1.70216e+00,0.068
1.70220e+00,0.068
1.70224e+00,0.068
1.70228e+00,0.06
1.70232e+00,0.062
1.70236e+00,0.066
1.70240e+00,0.064
1.70244e+00,0.064
1.70248e+00,0.062
1.70252e+00,0.064
1.70256e+00,0.056
1.70260e+00,0.058
1.70264e+00,0.066
1.70268e+00,0.052
1.70272e+00,0.064
1.70276e+00,0.062
1.70280e+00,0.07
1.70284e+00,0.066
1.70288e+00,0.07
1.70292e+00,0.068
1.70296e+00,0.068
1.70300e+00,0.066
1.70304e+00,0.072
1.70308e+00,0.07
1.70312e+00,0.066
1.70316e+00,0.07
1.70320e+00,0.066
1.70324e+00,0.066
1.70328e+00,0.096
1.70332e+00,0.068
1.70336e+00,0.078
1.70340e+00,0.06
1.70344e+00,0.054
1.70348e+00,0.054
1.70352e+00,0.044
1.70356e+00,0.058
1.70360e+00,0.066
1.70364e+00,0.066
1.70368e+00,0.056
1.70372e+00,0.052
1.70376e+00,0.05
1.70380e+00,0.066
1.70384e+00,0.064
1.70388e+00,0.07
1.70392e+00,0.07
1.70396e+00,0.064
1.70400e+00,0.064
1.70404e+00,0.066
1.70408e+00,0.072
1.70412e+00,0.068
1.70416e+00,0.066
1.70420e+00,0.062
1.70424e+00,0.06
1.70428e+00,0.066
1.70432e+00,0.064
1.70436e+00,0.068
1.70440e+00,0.06
1.70444e+00,0.06
1.70448e+00,0.062
1.70452e+00,0.062
1.70456e+00,0.058
1.70460e+00,0.068
1.70464e+00,0.05
1.70468e+00,0.062
1.70472e+00,0.06
1.70476e+00,0.06
1.70480e+00,0.064
1.70484e+00,0.066
1.70488e+00,0.064
1.70492e+00,0.062
1.70496e+00,0.066
1.70500e+00,0.062
1.70504e+00,0.066
1.70508e+00,0.072
1.70512e+00,0.054
1.70516e+00,0.062
1.70520e+00,0.062
1.70524e+00,0.068
1.70528e+00,0.064
1.70532e+00,0.07
1.70536e+00,0.06
1.70540e+00,0.058
1.70544e+00,0.06
1.70548e+00,0.066
1.70552e+00,0.07
1.70556e+00,0.066
1.70560e+00,0.056
1.70564e+00,0.06
1.70568e+00,0.06
1.70572e+00,0.074
1.70576e+00,0.066
1.70580e+00,0.074
1.70584e+00,0.066
1.70588e+00,0.06
1.70592e+00,0.064
1.70596e+00,0.07
1.70600e+00,0.07
1.70604e+00,0.068
1.70608e+00,0.058
1.70612e+00,0.066
1.70616e+00,0.072
1.70620e+00,0.068
1.70624e+00,0.076
1.70628e+00,0.064
1.70632e+00,0.06
1.70636e+00,0.058
1.70640e+00,0.07
1.70644e+00,0.068
1.70648e+00,0.07
1.70652e+00,0.118
1.70656e+00,0.056
1.70660e+00,0.056
1.70664e+00,0.064
1.70668e+00,0.074
1.70672e+00,0.07
1.70676e+00,0.056
1.70680e+00,0.062
1.70684e+00,0.064
1.70688e+00,0.072
1.70692e+00,0.074
1.70696e+00,0.072
1.70700e+00,0.066
1.70704e+00,0.062
1.70708e+00,0.064
1.70712e+00,0.066
1.70716e+00,0.056
1.70720e+00,0.064
1.70724e+00,0.052
1.70728e+00,0.058
1.70732e+00,0.062
1.70736e+00,0.062
1.70740e+00,0.064
1.70744e+00,0.068
1.70748e+00,0.062
1.70752e+00,0.054
1.70756e+00,0.06
1.70760e+00,0.07
1.70764e+00,0.06
1.70768e+00,0.07
1.70772e+00,0.056
1.70776e+00,0.054
1.70780e+00,0.058
1.70784e+00,0.066
1.70788e+00,0.072
1.70792e+00,0.074
1.70796e+00,0.062
1.70800e+00,0.054
1.70804e+00,0.06
1.70808e+00,0.062
1.70812e+00,0.066
1.70816e+00,0.072
1.70820e+00,0.068
1.70824e+00,0.064
1.70828e+00,0.038
1.70832e+00,0.062
1.70836e+00,0.066
1.70840e+00,0.074
1.70844e+00,0.064
1.70848e+00,0.062
1.70852e+00,0.058
1.70856e+00,0.066
1.70860e+00,0.064
1.70864e+00,0.066
1.70868e+00,0.066
1.70872e+00,0.056
1.70876e+00,0.062
1.70880e+00,0.07
1.70884e+00,0.062
1.70888e+00,0.06
1.70892e+00,0.054
1.70896e+00,0.078
1.70900e+00,0.066
1.70904e+00,0.072
1.70908e+00,0.076
1.70912e+00,0.07
1.70916e+00,0.058
1.70920e+00,0.056
1.70924e+00,0.052
1.70928e+00,0.064
1.70932e+00,0.066
1.70936e+00,0.074
1.70940e+00,0.062
1.70944e+00,0.068
1.70948e+00,0.06
1.70952e+00,0.046
1.70956e+00,0.064
1.70960e+00,0.064
1.70964e+00,0.054
1.70968e+00,0.066
1.70972e+00,0.066
1.70976e+00,0.07
1.70980e+00,0.074
1.70984e+00,0.062
1.70988e+00,0.058
1.70992e+00,0.056
1.70996e+00,0.054
1.71000e+00,0.066
1.71004e+00,0.066
1.71008e+00,0.062
1.71012e+00,0.062
1.71016e+00,0.05
1.71020e+00,0.068
1.71024e+00,0.076
1.71028e+00,0.074
1.71032e+00,0.076
1.71036e+00,0.06
1.71040e+00,0.052
1.71044e+00,0.056
1.71048e+00,0.06
1.71052e+00,0.066
1.71056e+00,0.07
1.71060e+00,0.054
1.71064e+00,0.066
1.71068e+00,0.074
1.71072e+00,0.07
1.71076e+00,0.07
1.71080e+00,0.07
1.71084e+00,0.052
1.71088e+00,0.052
1.71092e+00,0.058
1.71096e+00,0.062
1.71100e+00,0.064
1.71104e+00,0.062
1.71108e+00,0.064
1.71112e+00,0.064
1.71116e+00,0.076
1.71120e+00,0.06
1.71124e+00,0.074
1.71128e+00,0.06
1.71132e+00,0.05
1.71136e+00,0.054
1.71140e+00,0.06
1.71144e+00,0.074
1.71148e+00,0.066
1.71152e+00,0.068
1.71156e+00,0.06
1.71160e+00,0.06
1.71164e+00,0.064
1.71168e+00,0.072
1.71172e+00,0.07
1.71176e+00,0.038
1.71180e+00,0.06
1.71184e+00,0.06
1.71188e+00,0.068
1.71192e+00,0.06
1.71196e+00,0.07
1.71200e+00,0.068
1.71204e+00,0.066
1.71208e+00,0.066
1.71212e+00,0.068
1.71216e+00,0.064
1.71220e+00,0.062
1.71224e+00,0.052
1.71228e+00,0.062
1.71232e+00,0.064
1.71236e+00,0.064
1.71240e+00,0.068
1.71244e+00,0.066
1.71248e+00,0.062
1.71252e+00,0.058
1.71256e+00,0.06
1.71260e+00,0.058
1.71264e+00,0.07
1.71268e+00,0.068
1.71272e+00,0.064
1.71276e+00,0.056
1.71280e+00,0.06
1.71284e+00,0.058
1.71288e+00,0.066
1.71292e+00,0.066
1.71296e+00,0.064
1.71300e+00,0.062
1.71304e+00,0.064
1.71308e+00,0.068
1.71312e+00,0.066
1.71316e+00,0.04
1.71320e+00,0.06
1.71324e+00,0.054
1.71328e+00,0.048
1.71332e+00,0.072
1.71336e+00,0.06
1.71340e+00,0.068
1.71344e+00,0.066
1.71348e+00,0.054
1.71352e+00,0.048
1.71356e+00,0.058
1.71360e+00,0.064
1.71364e+00,0.068
1.71368e+00,0.072
1.71372e+00,0.058
1.71376e+00,0.07
1.71380e+00,0.068
1.71384e+00,0.062
1.71388e+00,0.064
1.71392e+00,0.056
1.71396e+00,0.052
1.71400e+00,0.056
1.71404e+00,0.068
1.71408e+00,0.06
1.71412e+00,0.072
1.71416e+00,0.068
1.71420e+00,0.06
1.71424e+00,0.066
1.71428e+00,0.072
1.71432e+00,0.068
1.71436e+00,0.07
1.71440e+00,0.056
1.71444e+00,0.064
1.71448e+00,0.066
1.71452e+00,0.064
1.71456e+00,0.062
1.71460e+00,0.062
1.71464e+00,0.066
1.71468e+00,0.052
1.71472e+00,0.054
1.71476e+00,0.072
1.71480e+00,0.06
1.71484e+00,0.062
1.71488e+00,0.058
1.71492e+00,0.062
1.71496e+00,0.068
1.71500e+00,0.072
1.71504e+00,0.072
1.71508e+00,0.074
1.71512e+00,-0.008
1.71516e+00,0.062
1.71520e+00,0.076
1.71524e+00,0.066
1.71528e+00,0.07
1.71532e+00,0.068
1.71536e+00,0.064
1.71540e+00,0.062
1.71544e+00,0.06
1.71548e+00,0.062
1.71552e+00,0.066
1.71556e+00,0.046
1.71560e+00,0.054
1.71564e+00,0.064
1.71568e+00,0.068
1.71572e+00,0.072
1.71576e+00,0.068
1.71580e+00,0.068
1.71584e+00,0.068
1.71588e+00,0.066
1.71592e+00,0.064
1.71596e+00,0.064
1.71600e+00,0.066
1.71604e+00,0.066
1.71608e+00,0.056
1.71612e+00,0.06
1.71616e+00,0.064
1.71620e+00,0.066
1.71624e+00,0.064
1.71628e+00,0.062
1.71632e+00,0.06
1.71636e+00,0.058
1.71640e+00,0.062
1.71644e+00,0.074
1.71648e+00,0.07
1.71652e+00,0.052
1.71656e+00,0.064
1.71660e+00,0.06
1.71664e+00,0.058
1.71668e+00,0.064
1.71672e+00,0.06
1.71676e+00,0.062
1.71680e+00,0.054
1.71684e+00,0.06
1.71688e+00,0.066
1.71692e+00,0.074
1.71696e+00,0.072
1.71700e+00,0.066
1.71704e+00,0.062
1.71708e+00,0.068
1.71712e+00,0.068
1.71716e+00,0.06
1.71720e+00,0.066
1.71724e+00,0.07
1.71728e+00,0.06
1.71732e+00,0.07
1.71736e+00,0.07
1.71740e+00,0.068
1.71744e+00,0.068
1.71748e+00,0.064
1.71752e+00,0.062
1.71756e+00,0.062
1.71760e+00,0.064
1.71764e+00,0.066
1.71768e+00,0.064
1.71772e+00,0.062
1.71776e+00,0.06
1.71780e+00,0.074
1.71784e+00,0.068
1.71788e+00,0.064
1.71792e+00,0.066
1.71796e+00,0.06
1.71800e+00,0.056
1.71804e+00,0.052
1.71808e+00,0.068
1.71812e+00,0.066
1.71816e+00,0.064
1.71820e+00,0.068
1.71824e+00,0.062
1.71828e+00,0.052
1.71832e+00,0.064
1.71836e+00,0.072
1.71840e+00,0.07
1.71844e+00,0.062
1.71848e+00,0.06
1.71852e+00,0.06
1.71856e+00,0.068
1.71860e+00,0.068
1.71864e+00,0.064
1.71868e+00,0.054
1.71872e+00,0.062
1.71876e+00,0.062
