Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,4e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.08
,
,
,
Label,
TIME,CH1
1.62672e+00,0.07
1.62676e+00,0.064
1.62680e+00,0.056
1.62684e+00,0.064
1.62688e+00,0.07
1.62692e+00,0.066
1.62696e+00,0.064
1.62700e+00,0.064
1.62704e+00,0.06
1.62708e+00,0.07
1.62712e+00,0.06
1.62716e+00,0.068
1.62720e+00,0.07
1.62724e+00,0.086
1.62728e+00,0.056
1.62732e+00,0.054
1.62736e+00,0.056
1.62740e+00,0.064
1.62744e+00,0.068
1.62748e+00,0.066
1.62752e+00,0.066
1.62756e+00,0.062
1.62760e+00,0.06
1.62764e+00,0.072
1.62768e+00,0.068
1.62772e+00,0.072
1.62776e+00,0.06
1.62780e+00,0.064
1.62784e+00,0.064
1.62788e+00,0.068
1.62792e+00,0.068
1.62796e+00,0.06
1.62800e+00,0.06
1.62804e+00,0.062
1.62808e+00,0.07
1.62812e+00,0.066
1.62816e+00,0.072
1.62820e+00,0.068
1.62824e+00,0.068
1.62828e+00,0.06
1.62832e+00,0.062
1.62836e+00,0.066
1.62840e+00,0.072
1.62844e+00,0.068
1.62848e+00,0.064
1.62852e+00,0.064
1.62856e+00,0.064
1.62860e+00,0.066
1.62864e+00,0.064
1.62868e+00,0.06
1.62872e+00,0.062
1.62876e+00,0.06
1.62880e+00,0.062
1.62884e+00,0.078
1.62888e+00,0.072
1.62892e+00,0.068
1.62896e+00,0.06
1.62900e+00,0.066
1.62904e+00,0.064
1.62908e+00,0.066
1.62912e+00,0.066
1.62916e+00,0.064
1.62920e+00,0.064
1.62924e+00,0.064
1.62928e+00,0.064
1.62932e+00,0.066
1.62936e+00,0.064
1.62940e+00,0.064
1.62944e+00,0.06
1.62948e+00,0.06
1.62952e+00,0.068
1.62956e+00,0.068
1.62960e+00,0.054
1.62964e+00,0.066
1.62968e+00,0.066
1.62972e+00,0.062
1.62976e+00,0.068
1.62980e+00,0.064
1.62984e+00,0.066
1.62988e+00,0.06
1.62992e+00,0.062
1.62996e+00,0.072
1.63000e+00,0.068
1.63004e+00,0.064
1.63008e+00,0.09
1.63012e+00,0.06
1.63016e+00,0.052
1.63020e+00,0.06
1.63024e+00,0.066
1.63028e+00,0.068
1.63032e+00,0.072
1.63036e+00,0.066
1.63040e+00,0.056
1.63044e+00,0.054
1.63048e+00,0.06
1.63052e+00,0.064
1.63056e+00,0.066
1.63060e+00,0.056
1.63064e+00,0.06
1.63068e+00,0.062
1.63072e+00,0.06
1.63076e+00,0.07
1.63080e+00,0.074
1.63084e+00,0.058
1.63088e+00,0.066
1.63092e+00,0.068
1.63096e+00,0.072
1.63100e+00,0.072
1.63104e+00,0.07
1.63108e+00,0.062
1.63112e+00,0.064
1.63116e+00,0.064
1.63120e+00,0.066
1.63124e+00,0.074
1.63128e+00,0.08
1.63132e+00,0.066
1.63136e+00,0.068
1.63140e+00,0.064
1.63144e+00,0.062
1.63148e+00,0.062
1.63152e+00,0.026
1.63156e+00,0.056
1.63160e+00,0.064
1.63164e+00,0.07
1.63168e+00,0.074
1.63172e+00,0.07
1.63176e+00,0.072
1.63180e+00,0.062
1.63184e+00,0.058
1.63188e+00,0.07
1.63192e+00,0.064
1.63196e+00,0.066
1.63200e+00,0.06
1.63204e+00,0.054
1.63208e+00,0.064
1.63212e+00,0.066
1.63216e+00,0.068
1.63220e+00,0.074
1.63224e+00,0.06
1.63228e+00,0.056
1.63232e+00,0.062
1.63236e+00,0.066
1.63240e+00,0.072
1.63244e+00,0.066
1.63248e+00,0.062
1.63252e+00,0.06
1.63256e+00,0.06
1.63260e+00,0.066
1.63264e+00,0.068
1.63268e+00,0.062
1.63272e+00,0.07
1.63276e+00,0.062
1.63280e+00,0.064
1.63284e+00,0.07
1.63288e+00,0.072
1.63292e+00,0.05
1.63296e+00,0.07
1.63300e+00,0.064
1.63304e+00,0.064
1.63308e+00,0.078
1.63312e+00,0.068
1.63316e+00,0.074
1.63320e+00,0.058
1.63324e+00,0.052
1.63328e+00,0.056
1.63332e+00,0.06
1.63336e+00,0.064
1.63340e+00,0.06
1.63344e+00,0.058
1.63348e+00,0.052
1.63352e+00,0.068
1.63356e+00,0.07
1.63360e+00,0.066
1.63364e+00,0.06
1.63368e+00,0.062
1.63372e+00,0.064
1.63376e+00,0.062
1.63380e+00,0.066
1.63384e+00,0.064
1.63388e+00,0.052
1.63392e+00,0.058
1.63396e+00,0.056
1.63400e+00,0.062
1.63404e+00,0.068
1.63408e+00,0.068
1.63412e+00,0.062
1.63416e+00,0.058
1.63420e+00,0.054
1.63424e+00,0.066
1.63428e+00,0.066
1.63432e+00,0.064
1.63436e+00,0.066
1.63440e+00,0.058
1.63444e+00,0.054
1.63448e+00,0.06
1.63452e+00,0.066
1.63456e+00,0.068
1.63460e+00,0.066
1.63464e+00,0.064
1.63468e+00,0.056
1.63472e+00,0.056
1.63476e+00,0.068
1.63480e+00,0.072
1.63484e+00,0.108
1.63488e+00,0.062
1.63492e+00,0.06
1.63496e+00,0.062
1.63500e+00,0.066
1.63504e+00,0.07
1.63508e+00,0.056
1.63512e+00,0.054
1.63516e+00,0.054
1.63520e+00,0.046
1.63524e+00,0.062
1.63528e+00,0.062
1.63532e+00,0.072
1.63536e+00,0.058
1.63540e+00,0.06
1.63544e+00,0.068
1.63548e+00,0.072
1.63552e+00,0.078
1.63556e+00,0.068
1.63560e+00,0.062
1.63564e+00,0.064
1.63568e+00,0.052
1.63572e+00,0.07
1.63576e+00,0.06
1.63580e+00,0.064
1.63584e+00,0.066
1.63588e+00,0.056
1.63592e+00,0.064
1.63596e+00,0.07
1.63600e+00,0.06
1.63604e+00,0.07
1.63608e+00,0.06
1.63612e+00,0.06
1.63616e+00,0.06
1.63620e+00,0.056
1.63624e+00,0.068
1.63628e+00,0.074
1.63632e+00,0.06
1.63636e+00,0.056
1.63640e+00,0.06
1.63644e+00,0.088
1.63648e+00,0.072
1.63652e+00,0.068
1.63656e+00,0.056
1.63660e+00,0.056
1.63664e+00,0.064
1.63668e+00,0.068
1.63672e+00,0.074
1.63676e+00,0.062
1.63680e+00,0.06
1.63684e+00,0.054
1.63688e+00,0.068
1.63692e+00,0.062
1.63696e+00,0.07
1.63700e+00,0.068
1.63704e+00,0.06
1.63708e+00,0.06
1.63712e+00,0.056
1.63716e+00,0.064
1.63720e+00,0.068
1.63724e+00,0.058
1.63728e+00,0.066
1.63732e+00,0.058
1.63736e+00,0.05
1.63740e+00,0.064
1.63744e+00,0.068
1.63748e+00,0.062
1.63752e+00,0.06
1.63756e+00,0.064
1.63760e+00,0.062
1.63764e+00,0.07
1.63768e+00,0.07
1.63772e+00,0.064
1.63776e+00,0.062
1.63780e+00,0.062
1.63784e+00,0.06
1.63788e+00,0.066
1.63792e+00,0.07
1.63796e+00,0.064
1.63800e+00,0.064
1.63804e+00,0.064
1.63808e+00,0.066
1.63812e+00,0.072
1.63816e+00,0.066
1.63820e+00,0.062
1.63824e+00,0.06
1.63828e+00,0.052
1.63832e+00,0.066
1.63836e+00,0.066
1.63840e+00,0.07
1.63844e+00,0.06
1.63848e+00,0.068
1.63852e+00,0.07
1.63856e+00,0.07
1.63860e+00,0.062
1.63864e+00,0.072
1.63868e+00,0.066
1.63872e+00,0.052
1.63876e+00,0.064
1.63880e+00,0.066
1.63884e+00,0.074
1.63888e+00,0.06
1.63892e+00,0.066
1.63896e+00,0.066
1.63900e+00,0.066
1.63904e+00,0.062
1.63908e+00,0.064
1.63912e+00,0.064
1.63916e+00,0.06
1.63920e+00,0.05
1.63924e+00,0.068
1.63928e+00,0.07
1.63932e+00,0.066
1.63936e+00,0.07
1.63940e+00,0.058
1.63944e+00,0.058
1.63948e+00,0.066
1.63952e+00,0.064
1.63956e+00,0.066
1.63960e+00,0.064
1.63964e+00,0.07
1.63968e+00,0.066
1.63972e+00,0.038
1.63976e+00,0.062
1.63980e+00,0.064
1.63984e+00,0.052
1.63988e+00,0.11
1.63992e+00,0.062
1.63996e+00,0.05
1.64000e+00,0.066
1.64004e+00,0.068
1.64008e+00,0.064
1.64012e+00,0.07
1.64016e+00,0.07
1.64020e+00,0.064
1.64024e+00,0.07
1.64028e+00,0.068
1.64032e+00,0.068
1.64036e+00,0.058
1.64040e+00,0.058
1.64044e+00,0.072
1.64048e+00,0.068
1.64052e+00,0.064
1.64056e+00,0.064
1.64060e+00,0.064
1.64064e+00,0.054
1.64068e+00,0.07
1.64072e+00,0.072
1.64076e+00,0.07
1.64080e+00,0.068
1.64084e+00,0.06
1.64088e+00,0.058
1.64092e+00,0.056
1.64096e+00,0.064
1.64100e+00,0.072
1.64104e+00,0.07
1.64108e+00,0.056
1.64112e+00,0.062
1.64116e+00,0.056
1.64120e+00,0.062
1.64124e+00,0.072
1.64128e+00,0.072
1.64132e+00,0.062
1.64136e+00,0.058
1.64140e+00,0.064
1.64144e+00,0.066
1.64148e+00,0.068
1.64152e+00,0.064
1.64156e+00,0.062
1.64160e+00,0.06
1.64164e+00,0.06
1.64168e+00,0.066
1.64172e+00,0.068
1.64176e+00,0.068
1.64180e+00,0.076
1.64184e+00,0.062
1.64188e+00,0.062
1.64192e+00,0.064
1.64196e+00,0.068
1.64200e+00,0.072
1.64204e+00,0.054
1.64208e+00,0.056
1.64212e+00,0.06
1.64216e+00,0.072
1.64220e+00,0.07
1.64224e+00,0.072
1.64228e+00,0.062
1.64232e+00,0.06
1.64236e+00,0.068
1.64240e+00,0.072
1.64244e+00,0.068
1.64248e+00,0.06
1.64252e+00,0.054
1.64256e+00,0.066
1.64260e+00,0.064
1.64264e+00,0.072
1.64268e+00,0.068
1.64272e+00,0.07
1.64276e+00,0.056
1.64280e+00,0.062
1.64284e+00,0.064
1.64288e+00,0.062
1.64292e+00,0.068
1.64296e+00,0.066
1.64300e+00,0.064
1.64304e+00,0.058
1.64308e+00,0.064
1.64312e+00,0.068
1.64316e+00,0.072
1.64320e+00,0.062
1.64324e+00,0.052
1.64328e+00,0.052
1.64332e+00,0.054
1.64336e+00,0.064
1.64340e+00,0.07
1.64344e+00,0.058
1.64348e+00,0.066
1.64352e+00,0.068
1.64356e+00,0.066
1.64360e+00,0.042
1.64364e+00,0.066
1.64368e+00,0.06
1.64372e+00,0.056
1.64376e+00,0.064
1.64380e+00,0.062
1.64384e+00,0.066
1.64388e+00,0.06
1.64392e+00,0.066
1.64396e+00,0.062
1.64400e+00,0.064
1.64404e+00,0.068
1.64408e+00,0.064
1.64412e+00,0.064
1.64416e+00,0.066
1.64420e+00,0.062
1.64424e+00,0.072
1.64428e+00,0.07
1.64432e+00,0.08
1.64436e+00,0.056
1.64440e+00,0.066
1.64444e+00,0.058
1.64448e+00,0.052
1.64452e+00,0.064
1.64456e+00,0.072
1.64460e+00,0.078
1.64464e+00,0.058
1.64468e+00,0.056
1.64472e+00,0.058
1.64476e+00,0.074
1.64480e+00,0.072
1.64484e+00,0.056
1.64488e+00,0.042
1.64492e+00,0.052
1.64496e+00,0.056
1.64500e+00,0.068
1.64504e+00,0.066
1.64508e+00,0.072
1.64512e+00,0.06
1.64516e+00,0.056
1.64520e+00,0.054
1.64524e+00,0.062
1.64528e+00,0.064
1.64532e+00,0.064
1.64536e+00,0.062
1.64540e+00,0.058
1.64544e+00,0.068
1.64548e+00,0.062
1.64552e+00,0.066
1.64556e+00,0.07
1.64560e+00,0.062
1.64564e+00,0.064
1.64568e+00,0.056
1.64572e+00,0.07
1.64576e+00,0.062
1.64580e+00,0.064
1.64584e+00,0.062
1.64588e+00,0.06
1.64592e+00,0.062
1.64596e+00,0.074
1.64600e+00,0.066
1.64604e+00,0.066
1.64608e+00,0.058
1.64612e+00,0.064
1.64616e+00,0.06
1.64620e+00,0.06
1.64624e+00,0.07
1.64628e+00,0.062
1.64632e+00,0.062
1.64636e+00,0.054
1.64640e+00,0.062
1.64644e+00,0.048
1.64648e+00,0.07
1.64652e+00,0.066
1.64656e+00,0.056
1.64660e+00,0.052
1.64664e+00,0.07
1.64668e+00,0.066
1.64672e+00,0.064
1.64676e+00,0.064
1.64680e+00,0.062
1.64684e+00,0.06
1.64688e+00,0.064
1.64692e+00,0.064
1.64696e+00,0.062
1.64700e+00,0.074
1.64704e+00,0.06
1.64708e+00,0.058
1.64712e+00,0.062
1.64716e+00,0.064
1.64720e+00,0.068
1.64724e+00,0.074
1.64728e+00,0.06
1.64732e+00,0.058
1.64736e+00,0.068
1.64740e+00,0.072
1.64744e+00,0.068
1.64748e+00,0.06
1.64752e+00,0.068
1.64756e+00,0.062
1.64760e+00,0.06
1.64764e+00,0.066
1.64768e+00,0.07
1.64772e+00,0.06
1.64776e+00,0.048
1.64780e+00,0.052
1.64784e+00,0.062
1.64788e+00,0.076
1.64792e+00,0.062
1.64796e+00,0.06
1.64800e+00,0.06
1.64804e+00,0.072
1.64808e+00,0.066
1.64812e+00,0.074
1.64816e+00,0.066
1.64820e+00,0.052
1.64824e+00,0.056
1.64828e+00,0.058
1.64832e+00,0.074
1.64836e+00,0.072
1.64840e+00,0.064
1.64844e+00,0.07
1.64848e+00,0.064
1.64852e+00,0.066
1.64856e+00,0.048
1.64860e+00,0.072
1.64864e+00,0.066
1.64868e+00,0.068
1.64872e+00,0.064
1.64876e+00,0.07
1.64880e+00,0.076
1.64884e+00,0.07
1.64888e+00,0.072
1.64892e+00,0.066
1.64896e+00,0.062
1.64900e+00,0.068
1.64904e+00,0.07
1.64908e+00,0.06
1.64912e+00,0.064
1.64916e+00,0.062
1.64920e+00,0.06
1.64924e+00,0.07
1.64928e+00,0.062
1.64932e+00,0.072
1.64936e+00,0.082
1.64940e+00,0.06
1.64944e+00,0.064
1.64948e+00,0.096
1.64952e+00,0.07
1.64956e+00,0.072
1.64960e+00,0.066
1.64964e+00,0.054
1.64968e+00,0.052
1.64972e+00,0.054
1.64976e+00,0.06
1.64980e+00,0.07
1.64984e+00,0.078
1.64988e+00,0.062
1.64992e+00,0.052
1.64996e+00,0.056
1.65000e+00,0.066
1.65004e+00,0.068
1.65008e+00,0.068
1.65012e+00,0.058
1.65016e+00,0.06
1.65020e+00,0.062
1.65024e+00,0.062
1.65028e+00,0.068
1.65032e+00,0.07
1.65036e+00,0.062
1.65040e+00,0.058
1.65044e+00,0.066
1.65048e+00,0.062
1.65052e+00,0.064
1.65056e+00,0.074
1.65060e+00,0.062
1.65064e+00,0.06
1.65068e+00,0.06
1.65072e+00,0.062
1.65076e+00,0.066
1.65080e+00,0.074
1.65084e+00,0.062
1.65088e+00,0.064
1.65092e+00,0.06
1.65096e+00,0.066
1.65100e+00,0.062
1.65104e+00,0.06
1.65108e+00,0.058
1.65112e+00,0.064
1.65116e+00,0.066
1.65120e+00,0.076
1.65124e+00,0.062
1.65128e+00,0.062
1.65132e+00,0.058
1.65136e+00,0.066
1.65140e+00,0.068
1.65144e+00,0.062
1.65148e+00,0.062
1.65152e+00,0.058
1.65156e+00,0.056
1.65160e+00,0.06
1.65164e+00,0.062
1.65168e+00,0.072
1.65172e+00,0.07
1.65176e+00,0.062
1.65180e+00,0.06
1.65184e+00,0.06
1.65188e+00,0.066
1.65192e+00,0.068
1.65196e+00,0.072
1.65200e+00,0.074
1.65204e+00,0.066
1.65208e+00,0.068
1.65212e+00,0.066
1.65216e+00,0.068
1.65220e+00,0.07
1.65224e+00,0.062
1.65228e+00,0.066
1.65232e+00,0.056
1.65236e+00,0.062
1.65240e+00,0.064
1.65244e+00,0.066
1.65248e+00,0.064
1.65252e+00,0.048
1.65256e+00,0.06
1.65260e+00,0.068
1.65264e+00,0.068
1.65268e+00,0.072
1.65272e+00,0.064
1.65276e+00,0.06
1.65280e+00,0.056
1.65284e+00,0.072
1.65288e+00,0.08
1.65292e+00,0.078
1.65296e+00,0.072
1.65300e+00,0.064
1.65304e+00,0.064
1.65308e+00,0.072
1.65312e+00,0.07
1.65316e+00,0.068
1.65320e+00,0.06
1.65324e+00,0.05
1.65328e+00,0.056
1.65332e+00,0.064
1.65336e+00,0.064
1.65340e+00,0.066
1.65344e+00,0.064
1.65348e+00,0.056
1.65352e+00,0.062
1.65356e+00,0.066
1.65360e+00,0.068
1.65364e+00,0.07
1.65368e+00,0.066
1.65372e+00,0.056
1.65376e+00,0.064
1.65380e+00,0.068
1.65384e+00,0.074
1.65388e+00,0.072
1.65392e+00,0.056
1.65396e+00,0.06
1.65400e+00,0.066
1.65404e+00,0.064
1.65408e+00,0.068
1.65412e+00,0.06
1.65416e+00,0.058
1.65420e+00,0.066
1.65424e+00,0.072
1.65428e+00,0.046
1.65432e+00,0.058
1.65436e+00,0.032
1.65440e+00,0.064
1.65444e+00,0.054
1.65448e+00,0.04
1.65452e+00,0.066
1.65456e+00,0.072
1.65460e+00,0.072
1.65464e+00,0.068
1.65468e+00,0.068
1.65472e+00,0.072
1.65476e+00,0.064
1.65480e+00,0.064
1.65484e+00,0.064
1.65488e+00,0.054
1.65492e+00,0.056
1.65496e+00,0.062
1.65500e+00,0.064
1.65504e+00,0.066
1.65508e+00,0.074
1.65512e+00,0.066
1.65516e+00,0.058
1.65520e+00,0.058
1.65524e+00,0.07
1.65528e+00,0.068
1.65532e+00,0.062
1.65536e+00,0.066
1.65540e+00,0.06
1.65544e+00,0.076
1.65548e+00,0.07
1.65552e+00,0.072
1.65556e+00,0.066
1.65560e+00,0.056
1.65564e+00,0.054
1.65568e+00,0.056
1.65572e+00,0.072
1.65576e+00,0.066
1.65580e+00,0.07
1.65584e+00,0.066
1.65588e+00,0.06
1.65592e+00,0.07
1.65596e+00,0.082
1.65600e+00,0.07
1.65604e+00,0.074
1.65608e+00,0.064
1.65612e+00,0.06
1.65616e+00,0.07
1.65620e+00,0.07
1.65624e+00,0.062
1.65628e+00,0.064
1.65632e+00,0.052
1.65636e+00,0.056
1.65640e+00,0.064
1.65644e+00,0.06
1.65648e+00,0.068
1.65652e+00,0.064
1.65656e+00,0.054
1.65660e+00,0.066
1.65664e+00,0.07
1.65668e+00,0.07
1.65672e+00,0.074
1.65676e+00,0.066
1.65680e+00,0.064
1.65684e+00,0.06
1.65688e+00,0.06
1.65692e+00,0.066
1.65696e+00,0.072
1.65700e+00,0.07
1.65704e+00,0.056
1.65708e+00,0.066
1.65712e+00,0.064
1.65716e+00,0.04
1.65720e+00,0.07
1.65724e+00,0.068
1.65728e+00,0.066
1.65732e+00,0.07
1.65736e+00,0.06
1.65740e+00,0.066
1.65744e+00,0.058
1.65748e+00,0.07
1.65752e+00,0.06
1.65756e+00,0.062
1.65760e+00,0.064
1.65764e+00,0.064
1.65768e+00,0.06
1.65772e+00,0.062
1.65776e+00,0.054
1.65780e+00,0.056
1.65784e+00,0.066
1.65788e+00,0.074
1.65792e+00,0.078
1.65796e+00,0.062
1.65800e+00,0.062
1.65804e+00,0.066
1.65808e+00,0.07
1.65812e+00,0.054
1.65816e+00,0.06
1.65820e+00,0.054
1.65824e+00,0.06
1.65828e+00,0.07
1.65832e+00,0.074
1.65836e+00,0.074
1.65840e+00,0.068
1.65844e+00,0.064
1.65848e+00,0.066
1.65852e+00,0.066
1.65856e+00,0.066
1.65860e+00,0.062
1.65864e+00,0.062
1.65868e+00,0.068
1.65872e+00,0.06
1.65876e+00,0.062
1.65880e+00,0.062
1.65884e+00,0.064
1.65888e+00,0.064
1.65892e+00,0.062
1.65896e+00,0.066
1.65900e+00,0.078
1.65904e+00,0.07
1.65908e+00,0.062
1.65912e+00,0.056
1.65916e+00,0.07
1.65920e+00,0.056
1.65924e+00,0.054
1.65928e+00,0.068
1.65932e+00,0.066
1.65936e+00,0.082
1.65940e+00,0.062
1.65944e+00,0.056
1.65948e+00,0.06
1.65952e+00,0.062
1.65956e+00,0.07
1.65960e+00,0.066
1.65964e+00,0.07
1.65968e+00,0.058
1.65972e+00,0.064
1.65976e+00,0.068
1.65980e+00,0.068
1.65984e+00,0.068
1.65988e+00,0.066
1.65992e+00,0.056
1.65996e+00,0.064
1.66000e+00,0.074
1.66004e+00,0.066
1.66008e+00,0.066
1.66012e+00,0.054
1.66016e+00,0.062
1.66020e+00,0.07
1.66024e+00,0.062
1.66028e+00,0.072
1.66032e+00,0.07
1.66036e+00,0.062
1.66040e+00,0.062
1.66044e+00,0.058
1.66048e+00,0.068
1.66052e+00,0.078
1.66056e+00,0.076
1.66060e+00,0.056
1.66064e+00,0.042
1.66068e+00,0.056
1.66072e+00,0.066
1.66076e+00,0.068
1.66080e+00,0.072
1.66084e+00,0.056
1.66088e+00,0.052
1.66092e+00,0.062
1.66096e+00,0.062
1.66100e+00,0.068
1.66104e+00,0.07
1.66108e+00,0.058
1.66112e+00,0.056
1.66116e+00,0.06
1.66120e+00,0.06
1.66124e+00,0.07
1.66128e+00,0.062
1.66132e+00,0.062
1.66136e+00,0.058
1.66140e+00,0.062
1.66144e+00,0.064
1.66148e+00,0.066
1.66152e+00,0.066
1.66156e+00,0.054
1.66160e+00,0.06
1.66164e+00,0.062
1.66168e+00,0.066
1.66172e+00,0.072
1.66176e+00,0.072
1.66180e+00,0.064
1.66184e+00,0.062
1.66188e+00,0.064
1.66192e+00,0.068
1.66196e+00,0.066
1.66200e+00,0.066
1.66204e+00,0.052
1.66208e+00,0.066
1.66212e+00,0.068
1.66216e+00,0.066
1.66220e+00,0.066
1.66224e+00,0.066
1.66228e+00,0.05
1.66232e+00,0.066
1.66236e+00,0.068
1.66240e+00,0.06
1.66244e+00,0.064
1.66248e+00,0.06
1.66252e+00,0.064
1.66256e+00,0.068
1.66260e+00,0.062
1.66264e+00,0.064
1.66268e+00,0.06
1.66272e+00,0.066
1.66276e+00,0.054
1.66280e+00,0.062
1.66284e+00,0.058
1.66288e+00,0.066
1.66292e+00,0.064
1.66296e+00,0.066
1.66300e+00,0.056
1.66304e+00,0.06
1.66308e+00,0.064
1.66312e+00,0.074
1.66316e+00,0.064
1.66320e+00,0.062
1.66324e+00,0.056
1.66328e+00,0.06
1.66332e+00,0.066
1.66336e+00,0.07
1.66340e+00,0.068
1.66344e+00,0.064
1.66348e+00,0.048
1.66352e+00,0.062
1.66356e+00,0.064
1.66360e+00,0.06
1.66364e+00,0.072
1.66368e+00,0.062
1.66372e+00,0.058
1.66376e+00,0.072
1.66380e+00,0.072
1.66384e+00,0.07
1.66388e+00,0.066
1.66392e+00,0.066
1.66396e+00,0.058
1.66400e+00,0.014
1.66404e+00,0.06
1.66408e+00,0.068
1.66412e+00,0.046
1.66416e+00,0.062
1.66420e+00,0.058
1.66424e+00,0.048
1.66428e+00,0.064
1.66432e+00,0.072
1.66436e+00,0.086
1.66440e+00,0.068
1.66444e+00,0.064
1.66448e+00,0.056
1.66452e+00,0.056
1.66456e+00,0.07
1.66460e+00,0.072
1.66464e+00,0.064
1.66468e+00,0.052
1.66472e+00,0.056
1.66476e+00,0.068
1.66480e+00,0.056
1.66484e+00,0.064
1.66488e+00,0.056
1.66492e+00,0.056
1.66496e+00,0.066
1.66500e+00,0.064
1.66504e+00,0.074
1.66508e+00,0.064
1.66512e+00,0.064
1.66516e+00,0.06
1.66520e+00,0.066
1.66524e+00,0.06
1.66528e+00,0.066
1.66532e+00,0.07
1.66536e+00,0.056
1.66540e+00,0.064
1.66544e+00,0.054
1.66548e+00,0.078
1.66552e+00,0.074
1.66556e+00,0.066
1.66560e+00,0.064
1.66564e+00,0.056
1.66568e+00,0.056
1.66572e+00,0.052
1.66576e+00,0.074
1.66580e+00,0.066
1.66584e+00,0.056
1.66588e+00,0.054
1.66592e+00,0.068
1.66596e+00,0.072
1.66600e+00,0.076
1.66604e+00,0.072
1.66608e+00,0.054
1.66612e+00,0.054
1.66616e+00,0.064
1.66620e+00,0.062
1.66624e+00,0.066
1.66628e+00,0.058
1.66632e+00,0.062
1.66636e+00,0.062
1.66640e+00,0.068
1.66644e+00,0.072
1.66648e+00,0.072
1.66652e+00,0.062
1.66656e+00,0.064
1.66660e+00,0.066
1.66664e+00,0.062
1.66668e+00,0.06
1.66672e+00,0.066
1.66676e+00,0.06
1.66680e+00,0.054
1.66684e+00,0.054
1.66688e+00,0.062
1.66692e+00,0.062
1.66696e+00,0.064
1.66700e+00,0.068
1.66704e+00,0.066
1.66708e+00,0.062
1.66712e+00,0.06
1.66716e+00,0.062
1.66720e+00,0.072
1.66724e+00,0.066
1.66728e+00,0.064
1.66732e+00,0.058
1.66736e+00,0.062
1.66740e+00,0.072
1.66744e+00,0.068
1.66748e+00,0.066
1.66752e+00,0.06
1.66756e+00,0.07
1.66760e+00,0.062
1.66764e+00,0.068
1.66768e+00,0.064
1.66772e+00,0.072
1.66776e+00,0.064
1.66780e+00,0.066
1.66784e+00,0.072
1.66788e+00,0.072
1.66792e+00,0.068
1.66796e+00,0.068
1.66800e+00,0.062
1.66804e+00,0.066
1.66808e+00,0.07
1.66812e+00,0.068
1.66816e+00,0.068
1.66820e+00,0.066
1.66824e+00,0.06
1.66828e+00,0.068
1.66832e+00,0.066
1.66836e+00,0.072
1.66840e+00,0.072
1.66844e+00,0.066
1.66848e+00,0.06
1.66852e+00,0.064
1.66856e+00,0.062
1.66860e+00,0.072
1.66864e+00,0.056
1.66868e+00,0.06
1.66872e+00,0.05
1.66876e+00,0.064
1.66880e+00,0.066
1.66884e+00,0.062
1.66888e+00,0.112
1.66892e+00,0.066
1.66896e+00,0.06
1.66900e+00,0.072
1.66904e+00,0.07
1.66908e+00,0.07
1.66912e+00,0.066
1.66916e+00,0.066
1.66920e+00,0.06
1.66924e+00,0.046
1.66928e+00,0.064
1.66932e+00,0.062
1.66936e+00,0.068
1.66940e+00,0.064
1.66944e+00,0.06
1.66948e+00,0.06
1.66952e+00,0.072
1.66956e+00,0.07
1.66960e+00,0.066
1.66964e+00,0.068
1.66968e+00,0.06
1.66972e+00,0.062
1.66976e+00,0.066
1.66980e+00,0.06
1.66984e+00,0.07
1.66988e+00,0.068
1.66992e+00,0.062
1.66996e+00,0.064
1.67000e+00,0.064
1.67004e+00,0.07
1.67008e+00,0.07
1.67012e+00,0.064
1.67016e+00,0.064
1.67020e+00,0.062
1.67024e+00,0.066
1.67028e+00,0.064
1.67032e+00,0.072
1.67036e+00,0.056
1.67040e+00,0.062
1.67044e+00,0.066
1.67048e+00,0.07
1.67052e+00,0.07
1.67056e+00,0.066
1.67060e+00,0.06
1.67064e+00,0.056
1.67068e+00,0.068
1.67072e+00,0.062
1.67076e+00,0.07
1.67080e+00,0.068
1.67084e+00,0.064
1.67088e+00,0.056
1.67092e+00,0.074
1.67096e+00,0.072
1.67100e+00,0.07
1.67104e+00,0.064
1.67108e+00,0.052
1.67112e+00,0.058
1.67116e+00,0.064
1.67120e+00,0.064
1.67124e+00,0.062
1.67128e+00,0.066
1.67132e+00,0.06
1.67136e+00,0.07
1.67140e+00,0.058
1.67144e+00,0.07
1.67148e+00,0.068
1.67152e+00,0.066
1.67156e+00,0.062
1.67160e+00,0.06
1.67164e+00,0.066
1.67168e+00,0.064
1.67172e+00,0.074
1.67176e+00,0.066
1.67180e+00,0.052
1.67184e+00,0.062
1.67188e+00,0.062
1.67192e+00,0.064
1.67196e+00,0.082
1.67200e+00,0.064
1.67204e+00,0.058
1.67208e+00,0.06
1.67212e+00,0.068
1.67216e+00,0.066
1.67220e+00,0.076
1.67224e+00,0.066
1.67228e+00,0.066
1.67232e+00,0.058
1.67236e+00,0.062
1.67240e+00,0.072
1.67244e+00,0.07
1.67248e+00,0.066
1.67252e+00,0.064
1.67256e+00,0.06
1.67260e+00,0.07
1.67264e+00,0.072
1.67268e+00,0.066
1.67272e+00,0.06
